year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,1,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",15.00,3.00,0.86,0.00,0.37,0.00,1.77,0.00,0.00,121.00,25.00,0.00,17.00,0.00,79.00
2023,1,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",127.00,12.00,5.56,0.00,4.49,0.00,1.96,0.00,0.00,830.00,451.00,0.00,162.00,0.00,217.00
2023,1,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",198.00,47.00,15.25,1.10,15.95,0.00,14.71,2.00,0.00,3098.00,1198.00,72.00,530.00,0.00,1298.00
2023,1,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",55.00,15.00,3.71,0.00,5.07,0.00,6.21,2.00,0.00,943.00,194.00,0.00,326.00,0.00,423.00
2023,1,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",5.00,1.00,0.00,0.33,0.00,0.00,0.67,0.00,0.00,33.00,0.00,11.00,0.00,0.00,22.00
2023,1,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",100.00,19.00,7.48,0.00,5.67,0.00,5.85,1.00,0.00,1145.00,431.00,0.00,255.00,0.00,459.00
2023,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1636.00,464.00,65.20,4.43,257.66,0.20,136.51,20.00,4.00,31803.00,6903.00,488.00,12317.00,19.00,12076.00
2023,1,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",62.00,9.00,3.14,2.00,2.13,0.00,1.73,1.00,0.00,853.00,458.00,152.00,52.00,0.00,191.00
2023,1,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",98.00,25.00,9.49,0.72,9.68,0.57,4.54,0.00,0.00,945.00,322.00,59.00,359.00,17.00,188.00
2023,1,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",64.00,16.00,9.75,0.00,3.19,1.00,2.06,0.00,0.00,873.00,521.00,0.00,218.00,30.00,104.00
2023,1,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2202.00,530.00,92.77,25.62,273.11,0.00,138.50,58.00,8.00,42498.00,10181.00,4332.00,16791.00,0.00,11194.00
2023,1,9E,Endeavor Air Inc.,LSE,"La Crosse, WI: La Crosse Regional",31.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,18.00,0.00,0.00,0.00,0.00,18.00
2023,1,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",62.00,10.00,2.44,0.00,5.56,0.00,2.00,1.00,0.00,510.00,102.00,0.00,181.00,0.00,227.00
2023,1,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",49.00,14.00,6.18,0.98,3.35,0.00,3.49,0.00,0.00,920.00,441.00,46.00,239.00,0.00,194.00
2023,1,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",67.00,10.00,3.41,0.79,2.96,0.00,2.83,0.00,0.00,432.00,182.00,58.00,85.00,0.00,107.00
2023,1,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",161.00,42.00,23.32,2.07,8.59,0.00,8.02,4.00,1.00,2617.00,1618.00,172.00,318.00,0.00,509.00
2023,1,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",130.00,19.00,6.27,0.94,7.04,0.00,4.75,2.00,0.00,1563.00,277.00,667.00,342.00,0.00,277.00
2023,1,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",115.00,16.00,1.69,7.14,3.92,0.00,3.25,7.00,0.00,2827.00,141.00,1975.00,169.00,0.00,542.00
2023,1,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",104.00,29.00,8.25,0.15,2.50,0.00,18.10,0.00,0.00,2195.00,807.00,9.00,138.00,0.00,1241.00
2023,1,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62.00,7.00,2.77,1.04,1.58,0.00,1.60,0.00,0.00,523.00,294.00,63.00,52.00,0.00,114.00
2023,1,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",24.00,3.00,1.71,0.83,0.29,0.00,0.17,0.00,0.00,155.00,78.00,43.00,25.00,0.00,9.00
2023,1,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",8.00,2.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,57.00,35.00,0.00,22.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",31.00,3.00,1.84,0.45,0.71,0.00,0.00,1.00,0.00,160.00,113.00,13.00,34.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",53.00,9.00,3.99,0.86,1.45,0.00,2.69,1.00,0.00,657.00,378.00,19.00,63.00,0.00,197.00
2023,1,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",963.00,166.00,40.26,6.27,55.81,0.00,63.66,29.00,2.00,14499.00,4756.00,1426.00,2522.00,0.00,5795.00
2023,1,9E,Endeavor Air Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",49.00,8.00,2.26,0.00,1.10,0.00,4.64,2.00,0.00,662.00,152.00,0.00,45.00,0.00,465.00
2023,1,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",31.00,10.00,2.90,0.58,4.38,0.00,2.15,1.00,0.00,552.00,117.00,31.00,244.00,0.00,160.00
2023,1,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",203.00,48.00,15.09,0.00,19.80,0.00,13.12,4.00,0.00,2798.00,1151.00,0.00,754.00,0.00,893.00
2023,1,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",21.00,6.00,1.45,0.00,0.80,0.00,3.75,0.00,0.00,426.00,50.00,0.00,50.00,0.00,326.00
2023,1,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,107.00,107.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",99.00,15.00,4.05,0.66,3.76,0.00,6.52,2.00,1.00,1087.00,316.00,115.00,253.00,0.00,403.00
2023,1,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",105.00,20.00,5.14,0.00,3.48,0.00,11.38,2.00,0.00,1468.00,327.00,0.00,147.00,0.00,994.00
2023,1,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",84.00,14.00,4.04,1.32,3.91,0.00,4.72,4.00,0.00,1478.00,219.00,655.00,208.00,0.00,396.00
2023,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",455.00,112.00,25.71,2.37,35.54,0.00,48.39,5.00,0.00,6889.00,1605.00,178.00,1530.00,0.00,3576.00
2023,1,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",168.00,50.00,12.93,0.02,18.45,0.00,18.60,2.00,0.00,3521.00,1019.00,1.00,1067.00,0.00,1434.00
2023,1,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",82.00,18.00,8.35,0.70,2.26,0.00,6.69,0.00,1.00,1249.00,576.00,50.00,190.00,0.00,433.00
2023,1,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",256.00,55.00,19.66,0.68,17.31,0.00,17.34,3.00,1.00,3791.00,1595.00,77.00,898.00,0.00,1221.00
2023,1,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",134.00,42.00,13.69,0.02,14.18,0.00,14.10,2.00,0.00,2140.00,792.00,2.00,607.00,0.00,739.00
2023,1,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",52.00,10.00,2.69,1.48,1.88,0.00,3.95,1.00,0.00,470.00,153.00,66.00,75.00,0.00,176.00
2023,1,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",26.00,7.00,3.61,0.00,1.54,0.00,1.85,1.00,0.00,410.00,206.00,0.00,68.00,0.00,136.00
2023,1,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",68.00,20.00,2.89,1.77,9.39,0.00,5.95,0.00,0.00,1676.00,102.00,742.00,458.00,0.00,374.00
2023,1,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",16.00,5.00,2.42,1.25,0.65,0.00,0.67,0.00,0.00,381.00,148.00,124.00,51.00,0.00,58.00
2023,1,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",39.00,5.00,2.32,0.20,1.48,0.00,1.00,2.00,0.00,188.00,98.00,10.00,42.00,0.00,38.00
2023,1,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",128.00,36.00,12.60,0.00,8.21,0.00,15.19,1.00,0.00,2709.00,1441.00,0.00,367.00,0.00,901.00
2023,1,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",57.00,11.00,4.79,1.02,2.02,0.00,3.17,0.00,0.00,491.00,215.00,57.00,54.00,0.00,165.00
2023,1,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",49.00,9.00,3.30,0.00,3.82,0.00,1.88,0.00,0.00,512.00,140.00,0.00,93.00,0.00,279.00
2023,1,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",234.00,50.00,19.41,6.07,17.50,0.00,7.01,2.00,1.00,3218.00,842.00,1243.00,593.00,0.00,540.00
2023,1,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",82.00,9.00,2.99,1.37,0.88,0.00,3.77,0.00,0.00,1584.00,200.00,984.00,132.00,0.00,268.00
2023,1,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",103.00,16.00,6.55,0.94,5.82,0.00,2.69,0.00,1.00,1662.00,688.00,471.00,326.00,0.00,177.00
2023,1,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",261.00,50.00,20.64,0.50,17.51,0.00,11.35,5.00,0.00,2756.00,1321.00,22.00,864.00,0.00,549.00
2023,1,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",82.00,22.00,8.66,0.00,2.96,0.00,10.38,0.00,0.00,1468.00,555.00,0.00,292.00,0.00,621.00
2023,1,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",82.00,23.00,10.85,0.24,5.58,0.00,6.34,3.00,0.00,3542.00,1455.00,46.00,414.00,0.00,1627.00
2023,1,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",2.00,1.00,0.16,0.00,0.00,0.00,0.84,0.00,0.00,130.00,21.00,0.00,0.00,0.00,109.00
2023,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",649.00,193.00,67.08,2.47,60.69,0.72,62.03,14.00,4.00,13545.00,4712.00,239.00,2623.00,24.00,5947.00
2023,1,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1354.00,374.00,97.54,6.50,137.64,2.39,129.93,31.00,1.00,26503.00,8514.00,742.00,5883.00,125.00,11239.00
2023,1,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",68.00,20.00,7.07,0.02,3.87,0.00,9.03,2.00,0.00,1194.00,281.00,6.00,131.00,0.00,776.00
2023,1,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",60.00,18.00,3.47,0.00,3.29,0.00,11.24,1.00,1.00,1189.00,386.00,0.00,187.00,0.00,616.00
2023,1,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",201.00,50.00,15.16,2.65,10.13,0.92,21.14,2.00,0.00,2716.00,842.00,101.00,337.00,44.00,1392.00
2023,1,AA,American Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",83.00,17.00,8.95,0.00,2.62,0.00,5.43,2.00,0.00,1703.00,1101.00,0.00,150.00,0.00,452.00
2023,1,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",80.00,24.00,9.31,0.62,6.06,0.00,8.01,1.00,0.00,1386.00,529.00,61.00,334.00,0.00,462.00
2023,1,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",622.00,142.00,45.98,2.90,41.61,1.19,50.32,9.00,1.00,8722.00,2549.00,456.00,1788.00,38.00,3891.00
2023,1,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",123.00,27.00,8.87,0.81,5.70,0.11,11.51,2.00,0.00,1813.00,446.00,412.00,363.00,2.00,590.00
2023,1,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1255.00,284.00,75.83,6.09,93.34,2.69,106.05,14.00,0.00,21874.00,6779.00,454.00,3905.00,70.00,10666.00
2023,1,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",112.00,22.00,7.64,1.22,4.72,0.00,8.42,2.00,0.00,2015.00,1080.00,49.00,223.00,0.00,663.00
2023,1,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",153.00,39.00,15.15,1.62,9.96,0.00,12.27,7.00,8.00,3203.00,694.00,1324.00,410.00,0.00,775.00
2023,1,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",227.00,61.00,23.41,2.17,12.25,0.00,23.18,6.00,0.00,4784.00,1913.00,127.00,725.00,0.00,2019.00
2023,1,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",47.00,5.00,0.02,0.86,2.97,0.00,1.15,1.00,1.00,484.00,1.00,289.00,139.00,0.00,55.00
2023,1,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",61.00,19.00,8.68,0.00,3.29,0.00,7.04,4.00,0.00,2008.00,561.00,0.00,205.00,0.00,1242.00
2023,1,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",312.00,71.00,21.59,2.38,16.82,0.00,30.21,4.00,0.00,5545.00,1438.00,664.00,971.00,0.00,2472.00
2023,1,AA,American Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",140.00,39.00,19.20,0.30,6.05,0.00,13.45,4.00,0.00,2454.00,1439.00,20.00,219.00,0.00,776.00
2023,1,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",327.00,74.00,19.92,4.04,16.54,0.00,33.50,6.00,0.00,4194.00,873.00,332.00,844.00,0.00,2145.00
2023,1,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",9338.00,2000.00,476.42,56.65,723.74,6.48,736.71,130.00,14.00,175994.00,64691.00,8230.00,37868.00,300.00,64905.00
2023,1,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",262.00,56.00,20.28,1.08,9.01,0.00,25.62,9.00,0.00,5506.00,2136.00,91.00,570.00,0.00,2709.00
2023,1,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",88.00,19.00,8.39,0.73,3.49,0.00,6.40,3.00,1.00,1226.00,365.00,219.00,217.00,0.00,425.00
2023,1,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",222.00,41.00,13.45,1.22,11.56,0.00,14.78,6.00,0.00,2494.00,746.00,78.00,506.00,0.00,1164.00
2023,1,AA,American Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",92.00,29.00,10.48,1.52,1.89,0.00,15.12,2.00,0.00,2556.00,984.00,528.00,136.00,0.00,908.00
2023,1,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2351.00,498.00,121.48,12.25,149.97,2.04,212.26,32.00,2.00,32655.00,7797.00,974.00,7161.00,107.00,16616.00
2023,1,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",693.00,180.00,50.75,7.84,74.60,0.76,46.05,11.00,1.00,10900.00,2392.00,872.00,3195.00,43.00,4398.00
2023,1,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12487.00,2553.00,646.71,78.88,892.49,9.43,925.48,413.00,16.00,240961.00,79240.00,11401.00,50792.00,301.00,99227.00
2023,1,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",211.00,51.00,13.89,0.62,14.79,0.00,21.70,4.00,0.00,3260.00,976.00,52.00,649.00,0.00,1583.00
2023,1,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",296.00,62.00,22.93,2.34,10.12,0.00,26.60,6.00,0.00,3667.00,1393.00,111.00,418.00,0.00,1745.00
2023,1,AA,American Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",9.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,34.00,0.00,0.00,0.00,0.00
2023,1,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",172.00,54.00,18.24,0.79,23.10,0.00,11.87,6.00,1.00,5295.00,1275.00,325.00,1158.00,0.00,2537.00
2023,1,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",240.00,47.00,16.83,2.10,11.06,0.00,17.01,4.00,0.00,4729.00,2040.00,128.00,738.00,0.00,1823.00
2023,1,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",33.00,5.00,3.56,0.00,0.02,0.00,1.42,0.00,0.00,295.00,225.00,0.00,1.00,0.00,69.00
2023,1,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",705.00,243.00,52.78,6.98,120.11,3.17,59.96,15.00,0.00,13262.00,2640.00,449.00,5276.00,138.00,4759.00
2023,1,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",188.00,44.00,13.48,0.69,16.71,0.00,13.13,8.00,3.00,5158.00,1833.00,136.00,693.00,0.00,2496.00
2023,1,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",164.00,46.00,18.02,1.34,8.90,1.00,16.74,3.00,0.00,3259.00,1322.00,771.00,392.00,55.00,719.00
2023,1,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",471.00,93.00,28.01,3.77,33.46,0.00,27.77,12.00,0.00,6349.00,1447.00,211.00,2376.00,0.00,2315.00
2023,1,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",62.00,13.00,6.74,0.12,1.36,0.00,4.77,0.00,0.00,887.00,604.00,9.00,37.00,0.00,237.00
2023,1,AA,American Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",4.00,1.00,0.56,0.00,0.10,0.00,0.34,0.00,0.00,149.00,84.00,0.00,15.00,0.00,50.00
2023,1,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",138.00,38.00,13.42,1.09,11.02,0.00,12.47,1.00,1.00,2032.00,658.00,38.00,398.00,0.00,938.00
2023,1,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",140.00,38.00,11.24,0.21,10.03,0.00,16.52,4.00,0.00,1963.00,459.00,15.00,480.00,0.00,1009.00
2023,1,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",136.00,32.00,8.96,2.03,7.52,0.00,13.48,2.00,0.00,1940.00,395.00,58.00,526.00,0.00,961.00
2023,1,AA,American Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",30.00,8.00,2.62,0.00,0.31,0.00,5.07,2.00,0.00,978.00,255.00,0.00,26.00,0.00,697.00
2023,1,AA,American Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",40.00,4.00,0.16,0.26,1.36,0.00,2.23,0.00,2.00,530.00,3.00,87.00,111.00,0.00,329.00
2023,1,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",202.00,58.00,15.28,0.19,35.67,0.00,6.86,3.00,1.00,2742.00,902.00,34.00,1440.00,0.00,366.00
2023,1,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",44.00,10.00,2.29,0.62,2.22,0.00,4.87,2.00,1.00,599.00,152.00,49.00,143.00,0.00,255.00
2023,1,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",131.00,33.00,11.82,0.26,6.15,0.00,14.76,3.00,0.00,2489.00,586.00,12.00,333.00,0.00,1558.00
2023,1,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",427.00,117.00,25.46,3.61,49.25,1.00,37.68,6.00,5.00,7302.00,1338.00,1059.00,2480.00,15.00,2410.00
2023,1,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",108.00,31.00,10.84,0.63,7.57,0.00,11.97,5.00,0.00,1558.00,487.00,77.00,294.00,0.00,700.00
2023,1,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",153.00,30.00,8.59,1.98,6.74,0.00,12.69,5.00,1.00,1685.00,310.00,81.00,426.00,0.00,868.00
2023,1,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",419.00,113.00,36.19,3.78,25.93,1.00,46.10,9.00,0.00,8483.00,2788.00,237.00,999.00,32.00,4427.00
2023,1,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",63.00,23.00,8.15,2.76,4.77,0.00,7.32,1.00,0.00,3412.00,560.00,780.00,223.00,0.00,1849.00
2023,1,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",506.00,115.00,35.04,2.15,30.19,0.00,47.62,7.00,0.00,8388.00,2159.00,293.00,1874.00,0.00,4062.00
2023,1,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1211.00,263.00,67.94,4.56,108.03,4.26,78.21,11.00,2.00,20483.00,7321.00,283.00,5451.00,197.00,7231.00
2023,1,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",70.00,25.00,6.21,0.00,12.95,0.00,5.84,1.00,0.00,1115.00,375.00,0.00,410.00,0.00,330.00
2023,1,AA,American Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",1040.00,251.00,68.08,7.54,115.02,1.79,58.57,10.00,5.00,15808.00,4964.00,881.00,5138.00,190.00,4635.00
2023,1,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2387.00,567.00,179.14,14.45,237.36,4.79,131.26,30.00,2.00,46460.00,18044.00,1286.00,11841.00,266.00,15023.00
2023,1,AA,American Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",43.00,17.00,6.89,0.41,6.28,0.00,3.42,2.00,0.00,1027.00,357.00,67.00,365.00,0.00,238.00
2023,1,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1663.00,466.00,101.66,15.13,217.32,3.19,128.70,41.00,3.00,33237.00,9025.00,722.00,11520.00,146.00,11824.00
2023,1,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",70.00,28.00,5.17,0.00,21.47,0.00,1.36,1.00,1.00,1096.00,309.00,0.00,719.00,0.00,68.00
2023,1,AA,American Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",91.00,19.00,4.32,0.52,6.37,0.00,7.79,1.00,0.00,1176.00,267.00,30.00,368.00,0.00,511.00
2023,1,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",412.00,82.00,27.33,0.88,17.51,1.57,34.71,10.00,0.00,6737.00,3309.00,69.00,815.00,95.00,2449.00
2023,1,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1475.00,305.00,82.63,10.23,99.40,1.62,111.13,38.00,0.00,18437.00,4521.00,722.00,4929.00,84.00,8181.00
2023,1,AA,American Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",68.00,14.00,8.47,0.48,3.18,0.00,1.87,2.00,0.00,1053.00,674.00,93.00,173.00,0.00,113.00
2023,1,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",333.00,79.00,29.51,1.98,17.61,1.99,27.92,7.00,1.00,5999.00,2159.00,201.00,1082.00,111.00,2446.00
2023,1,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",128.00,20.00,7.99,0.56,5.31,0.00,6.13,5.00,0.00,978.00,289.00,69.00,222.00,0.00,398.00
2023,1,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4297.00,856.00,268.55,22.49,336.78,3.62,224.55,40.00,4.00,68370.00,24561.00,1419.00,22287.00,92.00,20011.00
2023,1,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",160.00,26.00,8.78,0.00,4.26,0.00,12.96,4.00,0.00,1538.00,411.00,0.00,189.00,0.00,938.00
2023,1,AA,American Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",152.00,43.00,15.27,1.80,8.52,0.00,17.41,2.00,0.00,3263.00,822.00,258.00,345.00,0.00,1838.00
2023,1,AA,American Airlines Inc.,MSO,"Missoula, MT: Missoula Montana",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",319.00,74.00,28.49,4.33,16.78,0.00,24.40,11.00,0.00,4452.00,1504.00,709.00,662.00,0.00,1577.00
2023,1,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",483.00,106.00,34.55,2.77,36.74,0.00,31.94,9.00,0.00,6533.00,2416.00,351.00,1551.00,0.00,2215.00
2023,1,AA,American Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",62.00,8.00,2.44,0.00,2.76,0.00,2.80,3.00,0.00,635.00,367.00,0.00,150.00,0.00,118.00
2023,1,AA,American Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",26.00,9.00,1.86,0.18,2.02,0.00,4.94,0.00,0.00,588.00,55.00,22.00,79.00,0.00,432.00
2023,1,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",171.00,50.00,13.84,0.39,32.00,0.00,3.78,2.00,1.00,2872.00,898.00,77.00,1501.00,0.00,396.00
